model,availability,price,barcode
"RAW RT-SDSR-SET2","8","1006.0900","5906675344874"
"RAW SP-CE-R 10","29","1186.0000","5906675610122"
"RAW SP-CE-R 12","0","181.2200","5906675610320"
"RAW SP-CE-R 16","0","176.5400","5906675610528"
"RAW SP-CE-R 20","0","345.6000","5906675610726"
"RAW SPG-R-KNC-6-22","9","1426.3400","5906675324364"
"RAW SPG-R-KNC-6-32","1","1752.1600","5906675324388"
"RAW SPG-R-KSC-6-17","28","1238.8500","5906675324302"
"RAW STUD M16-220","3","37.0500","6009515853334"
"RAW STUD M16-300","46","50.3500","6009515853358"
"RAW STUD M6-75","237","2.7500","6009515853228"
"RAW UCM-6050-B","39","1341.6000","5906675468280"
"RAW UNM-6060","0","1471.0000","5906675167510"
"RAW UNO-05+330","25","74.1400","5906675199627"
"RAW UNO-06+430","40","86.4800","5906675250236"
"RAW UNO-06+435","59","86.4800","5906675199641"
"RAW UNO-06+445","47","92.6500","5906675199634"
"RAW UNO-07+445","108","108.0700","5906675348865"
"RAW UNO-08+435","46","111.1500","5906675250243"
"RAW UNO-08+450","2","120.4000","5906675199658"
"RAW UNO-08+560","8","154.3300","5906675199665"
"RAW UNO-10+540","4","179.0000","5906675250250"
"RAW UNO-10+650","41","215.3900","5906675199672"
"RAW UNO-10+660","10","220.9400","5906675199689"
"RAW UNO-BLU-80-C","12","507.1400","5906675166759"
"RAW UNO-BRN-48-C","0","311.0000","5906675166773"
"RAW UNO-GRY-80-C","0","710.6800","5906675166810"
"RAW UNO-RED-48-C","0","296.1900","5906675166834"
"RAW UNO-YEL-96-C","0","288.7900","5906675166872"
"RAWR-BAT-182001","0","1949.0000",""
"RAWR-BAT-185001","0","3324.0000",""
"RAWR-CHR-181501","0","1116.0000",""
"RAWR-CHR-186501","0","2342.0000",""
"RAWR-PAG18-XL2","-1","14349.0000",""
"RAWR-PDD18-XL2","2","12033.0000",""
"RAWR-PDS18-M2A","0","13445.0000",""
"RAWR-PID18-XL2","-1","13106.0000",""
"RAWR-PIW18-XL2","5","17626.0000",""
"RAWR-PRH18-XL2","5","17230.0000",""
"RCC 1 SDDB","43","277.8500","6009515800468"
"RCC 11-SD","49","277.8500","6009600405011"
"RCC 12-S","16","335.9500","6009600405028"
"RCC 20-AB","24","177.8500","6009600405035"
"RCC G-13","223","148.8500","6009515837938"
"RCC G-14","173","240.4500","6009515837945"
"RCC SW-1","251","161.6000","6009515837921"
"RCC SW-2000","256","80.2000","6009515837952"
"RCC SW-3","122","184.8500","6009515837914"
"RH06","9","2226.5500","6009600408906"
"RH06 KIT","101","506.8000","6009675082766"
"RH08","-49","2316.0500","6009600403413"
"RH08 BLUE","16","1266.0500","6009515874544"
"RH08 KIT","602","504.7500","6009675082773"
"RH08 REFITTEX","4","1918.3000","8011963747835"
"RH08KIT20","89","777.2000","6009515849252"
"RH08KIT30","67","1036.7000","6009515849269"
"RH10","-19","2933.6000","6009600403420"
"RH10KIT","2","569.6500","6009515806491"
"RH10KIT20","35","893.9500","6009515849276"
"RH10KIT30","33","1231.3500","6009515811266"
"RH13","0","4020.9000","6009675088348"
"RH13KIT","0","806.8000","6009515874551"
"RHC0810-2B","245","428.4000","6009515818678"
"RHC0810-2R","66","387.4000","6009515818685"
"RHYF08","1","3439.2000","6009515833077"
"RHYF08KIT","2","727.6500","6009515833091"
"RHYF10","-2","3486.6500","6009515833084"
"RHYF10KIT","-3","838.7000","6009515833107"
"RIT135","240","119.2000","632281135111"
"RIT146","395","155.2000","632281146117"
"RIT373","191","208.6000","632281373117"
"RIT374","243","423.4000","632281374213"
"RIT374-M","284","170.1000","632281374114"
"RIT93K","639","371.2500","632281993131"
"ROC20103","9","770.0500",""
"ROC22627","4","1886.0000",""
"ROC22767","10","1290.5500","733175227674"
"ROC24063","14","1244.5500","733175240635"
"ROC24577","6","4040.1000","733175245777"
"ROC25129","22","379.0500","658090110798"
"ROC27593","6","1366.5000","733175275934"
"ROC27712","14","2382.9500","400000277127"
"ROC29190","21","443.0000","733175291903"
"ROC29964","59","386.8000","658090110972"
"ROC31107","6","834.1000","733175311076"
"ROC31186","21","1191.5500","733175311861"
"ROC31593","17","730.1000","400000315935"
"ROC32602","25","735.8000","733175326065"
"ROC32993","8","443.0000","733175329934"
"ROC33547","15","905.1500","733175335478"
"ROC33586","1","544.0000","733175335867"
"ROC33792","10","407.0500","733175337922"
"ROC34010","20","267.6500","733175340106"
"ROC34262","9","1433.0000",""
"ROC34302","11","765.8000","733175343022"
"ROC34974","9","407.0500","733175349741"
"ROC35062","6","512.7000","733175350624"
"ROC35283","10","443.7000","733175352833"
"ROC35335","23","294.4000","400000353357"
"ROC35359","49","837.7000","400000353593"
"ROC35605","3","1029.0000",""
"ROC36153","6","348.0500","400000361536"
"ROC36449","23","1214.9500","733175364492"
"ROC36833","7","1146.3500","733175368339"
"ROC38498","6","758.8500","733175384988"
"ROC39062","10","1548.4500","733175390620"
"ROC40607","40","154.8000","733175406079"
"ROC40982","10","1742.0000","733175409827"
"ROC41425","11","803.7500","733175414258"
"ROC42285","8","11552.2000",""
"ROC42287","7","611.0000",""
"ROC42388","26","347.7500","733175423885"
"ROC42790","22","382.5500","658090111665"
"ROC43501","12","4352.0000","733175435017"
"ROC43507","10","2234.1500","733175435079"
"ROC43512","9","3046.8500","733175435123"
"ROC43624","19","479.6000","733175436243"
"ROC43662","11","405.7000","733175436625"
"ROC43820","20","3622.1500","733175438209"
"ROC45495","27","268.0500","733175454957"
"ROC45556","20","3819.1500","733175455565"
"ROC46554","93","154.8000","733175465540"
"ROC46902","58","357.6000","733175469029"
"ROC48212","30","1253.5000","733175482127"
"ROC48305","232","224.4000","658090112358"
"ROC48356","14","2298.4500","733175483568"
"ROC48937","19","982.5000","733175489379"
"ROC50603","10","375.2500","733175506038"
"ROC50608","12","696.1000","733175506083"
"ROC51066","7","2657.8000","733175510660"
"ROC51105","14","497.6000","733175511056"
"ROC51415","3","625.9000","733175514156"
"ROC52151","66","893.7500","733175521512"
"ROC52981","7","2215.2500","733175529815"
"ROC53004","10","1138.6000","733175530040"
"ROC53052","11","982.5000","733175530521"
"ROC53817","4","332.5000","400000538174"
"ROC54141","8","818.6500","733175541411"
"ROC54258","15","595.2500","733175542586"
"ROC54412","20","401.6500","733175544122"
"ROC55819","16","1876.6000","733175558198"
"ROC55916","4","3949.1500","733175559164"
"ROC56025","5","190.7500","733175560252"
"ROC56071","0","1608.6000","733175560719"
"ROC56091","15","2298.4500","733175560917"
"ROC56094","18","291.8500","733175560948"
"ROC56209","17","1065.7000","733175562096"
"ROC56613","12","492.9000","733175566131"
"ROC56769","8","918.3500","733175567695"
"ROC56783","16","2013.8000","733175567831"
"ROC56889","10","8918.0000",""
"ROC57223","12","308.0000","733175572231"
"ROC57361","17","682.9000","733175573610"
"ROC57510","6","1637.7000","733175575102"
"ROC57823","9","302.7000","733175578233"
"ROC57896","6","1952.8500","733175578967"
"ROC58020","4","302.3500","733175580205 "
"ROC58432","27","727.8000","733175584326"
"ROC58638","35","470.4000","733175586382"
"ROC58904","19","1786.7000","733175589048"
"ROC58918","12","1070.8000","733175589185"
"ROC59031","3","2232.4500","733175590310"
"ROC59232","35","306.9000","733175592321"
"ROC59288","8","2450.0000","733175592888"
"ROC59517","6","1218.3000","733175595179"
"ROC61003","43","214.5500","400000610030"
"ROC61639","20","2382.4500","400000616391"
"ROC69053","17","939.9500","733175690539"
"ROC69954","8","1736.0500","733175699549"
"ROC92051","27","4556.8500","733175920513"
"RSH0310","42","552.2500","767615195940"
"RSH0311","0","648.7500","6970058533116"
"RSH0312","0","268.6000","767615192611"
"RSH0313","-1","260.4000","767615192628"
"RSH0314","19","181.4000","767615192635"
"RSH0315","0","347.6000","767615192642"
"RSH0317","41","333.3000","669356637645"
"RSH0318","26","459.7500","669356637652"
"RSH0401","86","302.3000","767615192659"
"RSH0402","135","323.2500","767615192666"
"RSH0501","12","263.9000","767615192741"
"RSH0502","42","297.7000","767615192758"
"RSH0504","34","252.2500","767615192772"
"RSH0505","39","303.4500","767615192789"
"RSH0506","26","324.3500","767615192796"
"RSH0507","62","372.0000","767615195155"
"RSH0508","23","408.1000","767615192802"
"RSH0509","-14","519.7000","6970058533130"
"RSH0511","28","323.2500","767615192819"
"RSH0512","5","645.2500","6970058533109"
"RSH0516","54","470.8500","767615192840"
"RSH0518","13","473.2000","767615192864"
"RSH0519","21","502.2000","767615192871"
"RSH0520","4","530.2000","767615192888"
"RSH0523","108","480.1500","767615192918"
"RSH0531","-1","1067.2500","6970058533079"
"RSH0533","1","1238.1500","6970058533093"
"RSH0534","0","874.3000","6970058533178"
"RSH0550","0","163.9500","6970058532621"
"RSH0552","574","236.0500","6970058532645"
"RSH0554","31","300.0000","6970058532669"
"RSH0555","31","352.3000","6970058532676"
"RSH0556","15","372.0000","6970058533683"
"RT001","79","1471.3000","6009515845292"
"RUL MQR-15X30","43","252.0500","091511300765"
"RUL MQR-15X60","246","318.3500","091511300772"
"RUL MQR-30X30","62","320.9000","091511300789"
"RUL QR-12S","129","310.6500","091511300932"
"RUL QR-16S","47","503.0000","091511300857"
"RUL QR-1X12","233","103.3000","091511300819"
"RUL QR-2S","0","60.4000","091511300901"
"RUL QR-4S","117","152.0000","091511300888"
"RUL QR-6S","24","209.7500","091511300871"
"RUL QR-6X12","42","225.1000","091511300925"
"RUL QR-6X24","80","332.5000","091511300918"
"RUL QR-9S","91","301.4500","091511300864"
"RULER 01","196","30.3000","6009515831783"
"RULER 02","279","30.3000","6009515831790"
"SAM CBC10540-15","100","3899.0600",""
"SAM DEMOKIT01","0","16.7500",""
"SAM FJZD2012","1000","108.1200",""
"SAM P12C1010","0","38989.2600",""
"SAM P1C600","1","26992.6300",""
"SAM P1C800","2","32990.9500",""
"SAM P1C900","1","38989.2600",""
"SAM300001","32","823.9500","3475180176949"
"SAM300009","41","523.7500","3475180177045"
"SAM300010","30","947.0000","3475180177052"
"SAM300055","6","485.2500","3475180177502"
"SAM300106","31","2256.3500","3475180178073"
"SAM300107","1","3496.5000","3475180178080"
"SAM310044","15","2132.2500","3475181101025"
"SAM310045","10","589.2000","3475181101032"
"SAM310048","1","3309.9500","3475181101117"
"SAM310049","1","3309.9500","3475181101124"
"SAM310050","1","3309.9500","3475181101131"
"SAM310057","4","3937.5000","3475181101193"
"SAM310064","26","1274.3500","3475181101537"
"SAM310065","0","2512.8000","3475181101544"
"SAM310072","3","2915.5500","3475180177441"
"SAM310076","3","2218.2500","3475181110676"
"SAM310077","9","3089.6500","3475181110621"
"SAM310096","1","16033.2000","3475181101957"
"SAM310220","2","4055.1500","3475181103692"
"SAM310354","6","3693.1900","3475181105221"
"SAM310368","0","658.5000","3475181105504"
"SAM310369","0","1507.7000","3475181105511"
"SAM310370","3","1507.7000","3475181105528"
"SAM310371","0","1871.5500","3475181105535"
"SAM310372","-4","1871.5500","3475181105542"
"SAM310373","0","2218.2500","3475181105559"
"SAM310374","10","2218.2500","3475181105566"
"SAM310508","0","2616.4500","3475181107782"
"SAM310528","11","4141.8000","3475181108093"
"SAM310529","0","4832.8500","3475181108109"
"SAM310608","0","3171.3000","3475181108963"
"SAM310618","30","1527.1500","3475181109076"
"SAM310622","0","3171.3000","3475181109113"
"SAM310623","3","4523.0500","3475181109120"
"SAM310624","10","4523.0500","3475181109137"
"SAM310685","0","2304.8500","3475181109946"
"SAM310763","0","2512.8000","3475181110799"
"SAM310795","0","693.1500","3475181111321"
"SAM310797","0","1767.6000","3475181111345"
"SAM310905","0","3157.9200","3475181112595"
"SAM310910","1","1950.5100","3475181112656"
"SAM310915","0","2120.0500","3475181112717"
"SAM310950","0","1163.6000","3475181113011"
"SAM310956","2","10828.0500","3475181110157"
"SAM3109710","3","2711.5500","3475181113103"
"SAM310977","90","97.0500","3475183109777"
"SAM310978","6","116.8000","3475183109784"
"SAM310979","0","253.5000","3475183109791"
"SAM310980","214","322.8000","3475183109807"
"SAM310981","200","106.9500","3475183109814"
"SAM310982","8","128.7500","3475183109821"
"SAM310983","5","283.2000","3475183109838"
"SAM310984","3","364.4000","3475183109845"
"SAM310985","142","93.1000","3475183109852"
"SAM310986","-10","112.9000","3475183109869"
"SAM310987","0","241.6000","3475183109876"
"SAM310988","13","294.6000","3475183109876"
"SAM310989","182","156.8500","3475183109890"
"SAM310990","0","160.9000","3475183109906"
"SAM310991","4","354.0000","3475183109913"
"SAM310992","135","529.3500","3475183109920"
"SAM311025","16","822.8500","3475181113646"
"SAM311074","6","10941.3000","3475181114353"
"SAM311237","84","430.0500","3475183112371"
"SAM311381","0","87.1500","3475183113811"
"SAM311629","10","4783.6500","3475181120217"
"SAM311658","11","12863.1000","3475181120538"
"SAM311674","12","13530.4000","3475181120736"
"SAM320003","162","28.6000","3475183200030"
"SAM320005","179","65.0500","3475183200054"
"SAM320008","8","29.3500","3475181200087"
"SAM320010","90","75.8000","3475183200108"
"SAM320011","0","74.4000","3475181200117"
"SAM320012","180","74.4000","3475181200124"
"SAM320013","194","74.4000","3475181200131"
"SAM340001","25","2252.9000","3475180179964"
"SAM340002","24","2911.4000","3475180179971"
"SAM340003","0","3829.9000","3475180179988"
"SAM340004","7","3154.0000","3475180181141"
"SAM340005","24","2200.8500","3475180181066"
"SAM340006","1","2478.1000","3475180181073"
"SAM340007","25","1767.6000","3475180181035"
"SAM340008","0","2044.9000","3475180181042"
"SAM340009","26","2062.2000","3475180181059"
"SAM340010","1","2703.4500","3475180181080"
"SAM340011","0","3431.3000","3475180181158"
"SAM340012","0","4367.0500","3475180180953"
"SAM340013","27","4644.3500","3475180180960"
"SAM340014","0","4904.3000","3475180180977"
"SAM340015","0","5406.8000","3475180180984"
"SAM340016","0","5632.1500","3475180180991"
"SAM340017","0","6637.2500","3475180181004"
"SAM340018","25","6706.5500","3475180181011"
"SAM340019","0","8266.2500","3475180181028"
"SAM340020","0","8959.4000","3475180181165"
"SAM340021","0","10796.3500","3475180181172"
"SAM340022","0","3344.6000","3475181031599"
"SAM340023","0","11732.2000","3475181031605"
"SAM340025","0","736.5000","3475181400197"
"SAM340026","0","753.8500","3475181400203"
"SAM340027","0","771.1500","3475181400210"
"SAM340028","0","875.1000","3475181400227"
"SAM340030","0","1230.4000","3475181400241"
"SAM340031","0","1403.7000","3475181400258"
"SAM340032","0","1577.0000","3475181400265"
"SAM340033","0","1750.3000","3475181400272"
"SAM340034","0","2460.8000","3475181400289"
"SAM340035","0","2634.1000","3475181400296"
"SAM340036","0","2807.4500","3475181400302"
"SAM340037","0","3154.0000","3475181400319"
"SAM340038","0","4557.7000","3475181400326"
"SAM340053","0","4349.7500","3475181400500"
"SAM340055","0","701.8500","3475181400531"
"SAM340056","0","719.2000","3475181400548"
"SAM340057","0","6152.0000","3475181400555"
"SAM340080","0","2738.1000","3475181400784"
"SAM340084","5","2364.1600","3475181400821"
"SAM340087","10","2088.4000","3475181400852"
"SAM340088","9","2629.0000","3475181400869"
"SAM340089","10","2209.2500","3475181400876"
"SAM340090","10","2797.8000","3475181400883"
"SAM340092","10","2364.1600","3475181400906"
"SAM340093","10","2537.2500","3475181400913"
"SAM340094","10","2588.8900","3475181400920"
"SAM340095","4","3323.4500","3475181400937"
"SAM340096","9","2899.2700","3475181400944"
"SAM340100","5","2191.6500","3475181400982"
"SAM340101","5","2416.3800","3475181400999"
"SAM340103","5","3123.9900","3475181401019"
"SAM340104","5","3382.7600","3475181401026"
"SAM340105","5","4107.3900","3475181401033"
"SAM340108","5","4970.5100","3475181401064"
"SAM340113","4","7179.0300","3475181401118"
"SAM340121","0","3050.0000","3475181401194"
"SAM340122","0","9877.9500","3475181031629"
"SAM340152","0","13967.7000","3475181401385"
"SAM340183","0","1490.3500","3475181401927"
"SAM340184","0","1940.9500","3475181401934"
"SAM340185","0","2200.8500","3475181401941"
"SAM340186","0","2547.4500","3475181401958"
"SAM340213","0","14903.5000","3475183200122"
"SAM340316","0","10276.4500","3475183403165"
"SAM340317","0","12945.2500","3475183403172"
"SAM340323","0","3621.8500","3475183403233"
"SAM340352","3","2208.3000","3475183403523"
"SAM340360","4","3450.0500","3475183403608"
"SAM340411","25","2235.5500","3475183404117"
"SAM350003","9","3651.5500","3475180188911"
"SAM350019","9","2187.5000","3475181500347"
"SAM350020","0","2549.8000","3475181500354"
"SAM350061","0","435.7000","3475183500611"
"SAM350062","0","554.5500","3475183500628"
"SAM350063","0","623.8500","3475183500635"
"SAM350064","0","1203.2000","3475183500642"
"SAM350074","0","1143.7500","3475181500965"
"SAM350077","0","1940.9500","3475181500996"
"SAM390164","3","4241.3500",""
"SAM390165","4","3226.2500",""
"SAM390432","3","4498.6000",""
"SAM391062","1","27216.0000",""
"SAM391063","1","33264.0000",""
"SAM391064","4","39312.0000",""
"SAM391140","2","27216.0000",""
"SAM391141","2","33264.0000",""
"SAM391142","3","39312.0000",""
"SAM391143","1","27216.0000",""
"SAM391144","1","33264.0000",""
"SAM391145","1","39312.0000",""
"SAM910912","2","2588.8900","3475181112700"
"SANDBL-120","0","1799.7000","6009515831806"
"SANDBL-50","3","292.6000","6009515831813"
"SANDBL-50-1","5","292.6000",""
"SANDBL015","0","79.1500","6009515805319"
"SAW BTSP80HATB","37","2607.8300","857766003208"
"SAW BTSR40ATB","23","2086.0900","857766003192"
"SAW C10WA018","3","756.5200",""
"SAW CB104011","1","8.7000",""
"SAW CB104038","0","1771.0000",""
"SAW CB104068","2","129.5700",""
"SAW CB104092","0","924.0000",""
"SAW CB104095","0","1540.0000",""
"SAW CB104137","1","8.7000",""
"SAW CB104140","0","1463.0000",""
"SAW CB104176","4","1452.1700",""
"SAW CB104184","23","2260.0000","857766003222"
"SAW CB104185","2","346.9600",""
"SAW CB104186","1","173.9100",""
"SAW CB104191","10","694.7800",""
"SAW CB104192","5","520.8700",""
"SAW CB104210","1","8.7000",""
"SAW CB104217","5","113.0400",""
"SAW CB104226","0","770.0000",""
"SAW CB104250","0","77.0000",""
"SAW CB104279","0","154.0000",""
"SAW CB104280","1","104.3500",""
"SAW CB104282","2","1173.9100",""
"SAW CB104283","0","3003.0000",""
"SAW CB105018","1","217.3900",""
"SAW CB107021","3","303.4800",""
"SAW CB107031","0","2173.0400",""
"SAW CB107035","0","2173.0400",""
"SAW CB107056","1","12892.7500",""
"SAW CB10M3SC","19","868.7000",""
"SAW CB10M5RC","0","1617.0000",""
"SAW CB10M5SC","0","1540.0000",""
"SAW CB10MCS","14","390.4300",""
"SAW CB10WA019","0","5005.0000",""
"SAW CB10WA020","0","9240.0000",""
"SAW CB10WA025","0","43.1200",""
"SAW CB110007","0","1540.0000",""
"SAW CB110011","2","2607.8300",""
"SAW CB112001","3","520.8700",""
"SAW CBF104008","2","52.1700",""
"SAW CBF104012","0","539.0000",""
"SAW CBF105002","0","3234.0000",""
"SAW CBFR1043612","0","92.4000",""
"SAW CBFR1043613","1","113.0400",""
"SAW CBFR1043614","1","217.3900",""
"SAW CBFR1043699","2","346.9600",""
"SAW CBFR1045214","1","304.3500",""
"SAW CBFR1045299","1","217.3900",""
"SAW CBFRT1053600","2","16520.8700",""
"SAW CBFRT1055200","0","16520.8700",""
"SAW CBFT1045299","1","330.4300",""
"SAW CNS-CIWA","11","5216.5200",""
"SAW CNS07058","7","1390.4300",""
"SAW CNS07074","0","462.0000",""
"SAW CNS07148","21","1303.4800","857766003215"
"SAW CNS07149","1","130.4300",""
"SAW CNS07158","0","42.3500",""
"SAW CNS07250","1","330.4300",""
"SAW CNS07251","1","217.3900",""
"SAW CNS07255","1","60.8700",""
"SAW CNS08006","0","462.0000",""
"SAW CNS08012","6","520.8700",""
"SAW CNS175-AU","9","38260.0000","857766003451"
"SAW CNSDCP","15","1738.2600",""
"SAW CNSJSC008","1","43.4800",""
"SAW CNSJSC009","1","17.3900",""
"SAW CNSSFA","8","5216.5200",""
"SAW CNSWA005","0","1155.0000",""
"SAW CNSWA008","17","1200.0000",""
"SAW CNSWA013","5","1508.3600",""
"SAW CNSWA028","11","200.0000",""
"SAW CNSWA036","17","868.7000",""
"SAW ICS31240-50","7","90433.9100",""
"SAW JSS001","2","2520.8700",""
"SAW JSS002","1","626.0900",""
"SAW JSS003","2","2607.8300",""
"SAW JSS004","1","95.6500",""
"SAW JSS005","1","17.3900",""
"SAW JSS019","2","43.4800",""
"SAW JSS021","1","26.0900",""
"SAW JSS022","1","34.7800",""
"SAW JSS023","1","26.0900",""
"SAW JSS024","1","52.1700",""
"SAW JSS025","1","43.4800",""
"SAW JSS026","0","8.7000",""
"SAW JSS030","1","1303.4800",""
"SAW JSS031","1","52.1700",""
"SAW JSS032","1","52.1700",""
"SAW JSS033","1","868.7000",""
"SAW JSS034","1","43.4800",""
"SAW JSS035","1","8.7000",""
"SAW JSS036","1","43.4800",""
"SAW JSS037","1","607.8300",""
"SAW JSS038","1","1129.5700",""
"SAW JSS039","1","8.7000",""
"SAW JSS053","1","165.2200",""
"SAW JSS073","1","139.1300",""
"SAW JSS074","1","130.4300",""
"SAW JSS075","1","130.4300",""
"SAW JSS076","1","78.2600",""
"SAW JSS077","1","60.8700",""
"SAW JSS078","1","60.8700",""
"SAW JSS079","1","121.7400",""
"SAW JSS080","1","26.0900",""
"SAW JSS081","1","8.7000",""
"SAW JSS083","1","2000.0000",""
